jiscode	name	namekana	building	zipcode	address	tel	source	lat	lon	note
10344	榛東村	しんとうむら	榛東村役場	370-3593	北群馬郡榛東村大字新井790番地1	0279-54-2211	数値地図	36.438647	138.967118	
10345	吉岡町	よしおかまち	吉岡町役場	370-3692	北群馬郡吉岡町大字下野田560	0279-54-3111	数値地図	36.447443	139.0097	
10366	上野村	うえのむら	上野村役場	370-1614	多野郡上野村大字川和11	0274-59-2111	数値地図	36.083135	138.777334	
10367	神流町	かんなまち	神流町役場	370-1592	多野郡神流町万場90-6	0274-57-2111	数値地図	36.116013	138.916991	
10382	下仁田町	しもにたまち	下仁田町役場	370-2601	甘楽郡下仁田町大字下仁田682	0274-82-2111	数値地図	36.21247	138.789083	
10383	南牧村	なんもくむら	南牧村役場	370-2806	甘楽郡南牧村大字大日向1098	0274-87-2011	数値地図	36.158553	138.711406	
10384	甘楽町	かんらまち	甘楽町役場	370-2292	甘楽郡甘楽町大字小幡161-1	0274-74-3131	数値地図	36.243009	138.921752	
10421	中之条町	なかのじょうまち	中之条町役場	377-0494	吾妻郡中之条町大字中之条町1091	0279-75-2111	数値地図	36.589843	138.841075	
10424	長野原町	ながのはらまち	長野原町役場	377-1392	吾妻郡長野原町大字長野原1340番地1	0279-82-2244	数値地図	36.544321	138.649837	2018/12新庁舎
10425	嬬恋村	つまごいむら	嬬恋村役場	377-1692	吾妻郡嬬恋村大字大前110	0279-96-0511	数値地図	36.516735	138.530298	
10426	草津町	くさつまち	草津町役場	377-1792	吾妻郡草津町大字草津28	0279-88-0001	数値地図	36.620711	138.596127	
10428	高山村	たかやまむら	高山村役場	377-0792	吾妻郡高山村大字中山2856-1	0279-63-2111	数値地図	36.620809	138.943477	
10429	東吾妻町	ひがしあがつままち	東吾妻町役場	377-0892	吾妻郡東吾妻町大字原町1046	0279-68-2111	地理院地図	36.571564	138.820571	
10443	片品村	かたしなむら	片品村役場	378-0498	利根郡片品村大字鎌田3967-3	0278-58-2111	数値地図	36.772549	139.225241	
10444	川場村	かわばむら	川場村役場	378-0101	利根郡川場村大字谷地2390-2	0278-52-2111	数値地図	36.694683	139.106512	
10448	昭和村	しょうわむら	昭和村役場	379-1298	利根郡昭和村大字糸井388	0278-24-5111	数値地図	36.639761	139.065881	
10449	みなかみ町	みなかみまち	みなかみ町役場	379-1393	利根郡みなかみ町後閑318	0278-62-2111	数値地図	36.67865	138.999055	
10464	玉村町	たまむらまち	玉村町役場	370-1192	佐波郡玉村町大字下新田201	0270-65-2511	数値地図	36.304435	139.114916	
10521	板倉町	いたくらまち	板倉町役場	374-0192	邑楽郡板倉町大字板倉2682-1	0276-82-1111	地理院地図	36.225962	139.601938	
10522	明和町	めいわまち	明和町役場	370-0795	邑楽郡明和町新里250-1	0276-84-3111	数値地図画像	36.211283	139.534228	
10523	千代田町	ちよだまち	千代田町役場	370-0598	邑楽郡千代田町大字赤岩1895-1	0276-86-2111	数値地図	36.217754	139.442437	
10524	大泉町	おおいずみまち	大泉町役場	370-0595	邑楽郡大泉町日の出55-1	0276-63-3111	数値地図	36.247862	139.404843	
10525	邑楽町	おうらまち	邑楽町役場	370-0692	邑楽郡邑楽町大字中野2570番地1	0276-88-5511	数値地図	36.252392	139.4623	
11000	埼玉県	さいたまけん	埼玉県庁	330-9301	さいたま市浦和区高砂3-15-1	048-824-2111	地理院地図	35.857033	139.649012	
11100	さいたま市	さいたまし	さいたま市役所	330-9588	さいたま市浦和区常盤6-4-4	048-829-1111	数値地図	35.861515	139.645502	
11101	さいたま市西区	さいたましにしく	西区役所	331-8587	さいたま市西区西大宮3-4-2	048-622-1111	数値地図画像	35.925166	139.579633	
11102	さいたま市北区	さいたましきたく	北区役所	331-8586	さいたま市北区宮原町1丁目852番地1	048-653-1111	数値地図画像	35.93139	139.620287	
11103	さいたま市大宮区	さいたましおおみやく	大宮区役所	330-8501	さいたま市大宮区吉敷町1丁目124番地1	048-657-0111	地理院地図	35.901785	139.630631	2019/5新庁舎
11104	さいたま市見沼区	さいたましみぬまく	見沼区役所	337-8586	さいたま市見沼区堀崎町12-36	048-687-1111	数値地図画像	35.935216	139.654427	
11105	さいたま市中央区	さいたましちゅうおうく	中央区役所	338-8686	さいたま市中央区下落合5-7-10	048-856-1111	数値地図画像	35.883965	139.626177	
11106	さいたま市桜区	さいたましさくらく	桜区役所	338-8586	さいたま市桜区道場4-3-1	048-858-1111	数値地図画像	35.855876	139.609766	
11107	さいたま市浦和区	さいたましうらわく	浦和区役所	330-9586	さいたま市浦和区常盤6-4-4	048-825-1111	数値地図	35.86197	139.645408	
11108	さいたま市南区	さいたましみなみく	南区役所	336-8586	さいたま市南区別所7-20-1	048-838-1111	地理院地図	35.84526	139.645437	
11109	さいたま市緑区	さいたましみどりく	緑区役所	336-8587	さいたま市緑区大字中尾975-1	048-874-1111	数値地図画像	35.871095	139.684017	
11110	さいたま市岩槻区	さいたましいわつきく	岩槻区役所	339-8585	さいたま市岩槻区本町3-2-5	048-790-0111	数値地図画像	35.949882	139.694182	
11201	川越市	かわごえし	川越市役所	350-8601	川越市元町1-3-1	049-224-8811	数値地図	35.925112	139.48584	
11202	熊谷市	くまがやし	熊谷市役所	360-8601	熊谷市宮町2-47-1	048-524-1111	数値地図	36.147362	139.388664	
11203	川口市	かわぐちし	川口市役所	332-8601	川口市青木2-1-1	048-258-1110	数値地図	35.807741	139.724171	
11206	行田市	ぎょうだし	行田市役所	361-8601	行田市本丸2-5	048-556-1111	数値地図	36.138951	139.455646	
11207	秩父市	ちちぶし	秩父市役所	368-8686	秩父市熊木町8-15	0494-22-2211	数値地図	35.991681	139.085475	
11208	所沢市	ところざわし	所沢市役所	359-8501	所沢市並木1-1-1	04-2998-1111	数値地図	35.799672	139.468613	
11209	飯能市	はんのうし	飯能市役所	357-8501	飯能市大字双柳1-1	042-973-2111	数値地図	35.85576	139.327791	
11210	加須市	かぞし	加須市役所	347-8501	加須市三俣2-1-1	0480-62-1111	数値地図	36.131438	139.601775	
11211	本庄市	ほんじょうし	本庄市役所	367-8501	本庄市本庄3-5-3	0495-25-1111	数値地図	36.243329	139.190629	
11212	東松山市	ひがしまつやまし	東松山市役所	355-8601	東松山市松葉町1-1-58	0493-23-2221	数値地図	36.042162	139.39995	
11214	春日部市	かすかべし	春日部市役所	344-8577	春日部市中央6-2	048-736-1111	数値地図	35.975305	139.752409	
11215	狭山市	さやまし	狭山市役所	350-1380	狭山市入間川1-23-5	04-2953-1111	数値地図	35.852907	139.412227	
11216	羽生市	はにゅうし	羽生市役所	348-8601	羽生市東6-15	048-561-1121	数値地図	36.172667	139.548592	
11217	鴻巣市	こうのすし	鴻巣市役所	365-8601	鴻巣市中央1-1	048-541-1321	数値地図	36.065758	139.522172	
11218	深谷市	ふかやし	深谷市役所	366-8501	深谷市仲町11-1	048-571-1211	数値地図	36.197466	139.28147	
11219	上尾市	あげおし	上尾市役所	362-8501	上尾市本町3-1-1	048-775-5111	数値地図	35.977408	139.593203	
11221	草加市	そうかし	草加市役所	340-8550	草加市高砂1-1-1	048-922-0151	数値地図	35.825371	139.805327	
11222	越谷市	こしがやし	越谷市役所	343-8501	越谷市越ヶ谷4-2-1	048-964-2111	数値地図	35.891087	139.790943	
11223	蕨市	わらびし	蕨市役所	335-8501	蕨市中央5-14-15	048-432-3200	数値地図	35.825576	139.679758	
11224	戸田市	とだし	戸田市役所	335-8588	戸田市上戸田1-18-1	048-441-1800	数値地図	35.817635	139.677931	
11225	入間市	いるまし	入間市役所	358-8511	入間市豊岡1-16-1	04-2964-1111	数値地図	35.835769	139.391058	
11227	朝霞市	あさかし	朝霞市役所	351-8501	朝霞市本町1-1-1	048-463-1111	数値地図	35.797255	139.593919	
11228	志木市	しきし	志木市役所	353-8501	志木市中宗岡1-1-1	048-473-1111	数値地図	35.836614	139.58023	
11229	和光市	わこうし	和光市役所	351-0192	和光市広沢1-5	048-464-1111	数値地図	35.781104	139.605693	
11230	新座市	にいざし	新座市役所	352-8623	新座市野火止1-1-1	048-477-1111	数値地図	35.793497	139.56533	
11231	桶川市	おけがわし	桶川市役所	363-8501	桶川市泉1-3-28	048-786-3211	数値地図	36.002966	139.558177	
11232	久喜市	くきし	久喜市役所	346-8501	久喜市大字下早見85-3	0480-22-1111	数値地図	36.062059	139.666838	
11233	北本市	きたもとし	北本市役所	364-8633	北本市本町1-111	048-591-1111	数値地図	36.027026	139.53024	
11234	八潮市	やしおし	八潮市役所	340-8588	八潮市中央1-2-1	048-996-2111	数値地図	35.822539	139.839175	
11235	富士見市	ふじみし	富士見市役所	354-8511	富士見市大字鶴馬1800-1	049-251-2711	数値地図	35.856759	139.549074	
11237	三郷市	みさとし	三郷市役所	341-8501	三郷市花和田648-1	048-953-1111	数値地図	35.830132	139.872247	
11238	蓮田市	はすだし	蓮田市役所	349-0193	蓮田市大字黒浜2799-1	048-768-3111	数値地図	35.994504	139.6622	
11239	坂戸市	さかどし	坂戸市役所	350-0292	坂戸市千代田1-1-1	049-283-1331	数値地図	35.957262	139.402983	
11240	幸手市	さってし	幸手市役所	340-0192	幸手市東4-6-8	0480-43-1111	数値地図	36.078089	139.725805	
11241	鶴ヶ島市	つるがしまし	鶴ヶ島市役所	350-2292	鶴ヶ島市大字三ツ木16-1	049-271-1111	数値地図	35.934523	139.393126	
11242	日高市	ひだかし	日高市役所	350-1292	日高市大字南平沢1020	042-989-2111	数値地図	35.907748	139.33914	
11243	吉川市	よしかわし	吉川市役所	342-8501	吉川市きよみ野1-1	048-982-5111	地理院地図	35.895962	139.855651	
11245	ふじみ野市	ふじみのし	ふじみ野市役所	356-8501	ふじみ野市福岡1-1-1	049-261-2611	数値地図	35.879396	139.51982	
11246	白岡市	しらおかし	白岡市役所	349-0292	白岡市千駄野432	0480-92-1111	数値地図	36.01907	139.676861	
11301	伊奈町	いなまち	伊奈町役場	362-8517	北足立郡伊奈町大字小室9493	048-721-2111	数値地図	35.999865	139.623877	
11324	三芳町	みよしまち	三芳町役場	354-8555	入間郡三芳町大字藤久保1100-1	049-258-0019	数値地図	35.828347	139.526514	
11326	毛呂山町	もろやままち	毛呂山町役場	350-0493	入間郡毛呂山町中央2-1	049-295-2112	数値地図	35.941596	139.315954	
11327	越生町	おごせまち	越生町役場	350-0494	入間郡越生町大字越生900-2	049-292-3121	数値地図	35.964478	139.294202	
11341	滑川町	なめがわまち	滑川町役場	355-8585	比企郡滑川町大字福田750-1	0493-56-2211	数値地図	36.06599	139.360919	
11342	嵐山町	らんざんまち	嵐山町役場	355-0211	比企郡嵐山町大字杉山1030-1	0493-62-2150	数値地図	36.056568	139.320514	
11343	小川町	おがわまち	小川町役場	355-0392	比企郡小川町大字大塚55	0493-72-1221	数値地図	36.056657	139.261789	
11346	川島町	かわじままち	川島町役場	350-0192	比企郡川島町大字下八ツ林870-1	049-297-1811	地理院地図	35.992494	139.484352	
11347	吉見町	よしみまち	吉見町役場	355-0192	比企郡吉見町大字下細谷411	0493-54-1511	数値地図	36.039853	139.45373	
11348	鳩山町	はとやままち	鳩山町役場	350-0392	比企郡鳩山町大字大豆戸184-16	049-296-1211	数値地図	35.981468	139.334106	
11349	ときがわ町	ときがわまち	ときがわ町役場	355-0395	比企郡ときがわ町大字玉川2490	0493-65-1521	数値地図	36.00857	139.296763	
11361	横瀬町	よこぜまち	横瀬町役場	368-0072	秩父郡横瀬町大字横瀬4545	0494-25-0111	数値地図	35.987286	139.100049	
11362	皆野町	みなのまち	皆野町役場	369-1492	秩父郡皆野町大字皆野1420-1	0494-62-1230	数値地図	36.070845	139.098754	
11363	長瀞町	ながとろまち	長瀞町役場	369-1392	秩父郡長瀞町大字本野上1035-1	0494-66-3111	数値地図	36.114787	139.10972	
11365	小鹿野町	おがのまち	小鹿野町役場	368-0192	秩父郡小鹿野町小鹿野89	0494-75-1221	数値地図	36.017138	139.008604	
11369	東秩父村	ひがしちちぶむら	東秩父村役場	355-0393	秩父郡東秩父村大字御堂634	0493-82-1221	数値地図	36.058148	139.194573	
11381	美里町	みさとまち	美里町役場	367-0194	児玉郡美里町大字木部323-1	0495-76-1111	数値地図	36.177104	139.18141	
11383	神川町	かみかわまち	神川町役場	367-0292	児玉郡神川町大字植竹909	0495-77-2111	数値地図	36.213901	139.101578	
11385	上里町	かみさとまち	上里町役場	369-0392	児玉郡上里町大字七本木5518	0495-35-1221	数値地図	36.251615	139.14487	
11408	寄居町	よりいまち	寄居町役場	369-1292	大里郡寄居町大字寄居1180-1	048-581-2121	数値地図	36.118348	139.193014	
11442	宮代町	みやしろまち	宮代町役場	345-8504	南埼玉郡宮代町笠原1-4-1	0480-34-1111	数値地図画像	36.022593	139.723069	
11464	杉戸町	すぎとまち	杉戸町役場	345-8502	北葛飾郡杉戸町清地2-9-29	0480-33-1111	数値地図	36.025618	139.736829	
11465	松伏町	まつぶしまち	松伏町役場	343-0192	北葛飾郡松伏町大字松伏2424	048-991-2711	数値地図	35.925751	139.815139	
12000	千葉県	ちばけん	千葉県庁	260-8667	千葉市中央区市場町1-1	043-223-2110	地理院地図	35.60456	140.123154	
12100	千葉市	ちばし	千葉市役所	260-8722	千葉市中央区千葉港1-1	043-245-5111	数値地図	35.607331	140.10638	
12101	千葉市中央区	ちばしちゅうおうく	中央区役所	260-8733	千葉市中央区中央4-5-1	043-221-2111	地理院地図	35.607428	140.123049	2019/5移転（きぼーる11階）
12102	千葉市花見川区	ちばしはなみがわく	花見川区役所	262-8733	千葉市花見川区瑞穂1-1	043-275-6111	数値地図	35.662876	140.069061	
12103	千葉市稲毛区	ちばしいなげく	稲毛区役所	263-8733	千葉市稲毛区穴川4-12-1	043-284-6111	数値地図	35.636202	140.107106	
12104	千葉市若葉区	ちばしわかばく	若葉区役所	264-8733	千葉市若葉区桜木北2-1-1	043-233-8111	数値地図	35.634016	140.155653	
12105	千葉市緑区	ちばしみどりく	緑区役所	266-8733	千葉市緑区おゆみ野3-15-3	043-292-8111	数値地図画像	35.560501	140.176153	
12106	千葉市美浜区	ちばしみはまく	美浜区役所	261-8733	千葉市美浜区真砂5-15-1	043-270-3111	数値地図	35.640552	140.06304	
12202	銚子市	ちょうしし	銚子市役所	288-8601	銚子市若宮町1-1	0479-24-8181	数値地図	35.734667	140.826791	
12203	市川市	いちかわし	市川市役所	272-8501	市川市南八幡2-20-2	047-334-1111	地理院地図	35.713597	139.927903	仮設庁舎（プレハブ）
12204	船橋市	ふなばしし	船橋市役所	273-8501	船橋市湊町2-10-25	047-436-2111	数値地図	35.694711	139.982621	
12205	館山市	たてやまし	館山市役所	294-8601	館山市北条1145-1	0470-22-3111	数値地図	34.996608	139.870085	
12206	木更津市	きさらづし	木更津市役所	292-8501	木更津市富士見1-2-1	0438-23-7111	地理院地図	35.381208	139.924905	仮庁舎
12207	松戸市	まつどし	松戸市役所	271-8588	松戸市根本387-5	047-366-1111	数値地図	35.787652	139.903226	
12208	野田市	のだし	野田市役所	278-8550	野田市鶴奉7-1	04-7125-1111	数値地図	35.955106	139.874828	
12210	茂原市	もばらし	茂原市役所	297-8511	茂原市道表1	0475-23-2111	数値地図	35.42854	140.28805	
12211	成田市	なりたし	成田市役所	286-8585	成田市花崎町760	0476-22-1111	数値地図	35.776605	140.318781	
12212	佐倉市	さくらし	佐倉市役所	285-8501	佐倉市海隣寺町97	043-484-1111	数値地図	35.723441	140.223972	
12213	東金市	とうがねし	東金市役所	283-8511	東金市東岩崎1番地1	0475-50-1111	数値地図	35.559932	140.366115	
12215	旭市	あさひし	旭市役所	289-2595	旭市ニの1920	0479-62-1212	数値地図	35.720454	140.64659	
12216	習志野市	ならしのし	習志野市役所	275-8601	習志野市鷺沼2-1-1	047-451-1151	地理院地図	35.681631	140.027288	
12217	柏市	かしわし	柏市役所	277-8505	柏市柏5-10-1	04-7167-1111	数値地図	35.868295	139.976199	
12218	勝浦市	かつうらし	勝浦市役所	299-5292	勝浦市新官1343-1	0470-73-1211	数値地図	35.152211	140.320868	
12219	市原市	いちはらし	市原市役所	290-8501	市原市国分寺台中央1-1-1	0436-22-1111	数値地図	35.497897	140.115594	
12220	流山市	ながれやまし	流山市役所	270-0192	流山市平和台1-1-1	04-7158-1111	数値地図	35.856287	139.902586	
12221	八千代市	やちよし	八千代市役所	276-8501	八千代市大和田新田312-5	047-483-1151	数値地図	35.722381	140.099915	
12222	我孫子市	あびこし	我孫子市役所	270-1192	我孫子市我孫子1858	04-7185-1111	数値地図	35.864162	140.028225	
12223	鴨川市	かもがわし	鴨川市役所	296-8601	鴨川市横渚1450	04-7092-1111	数値地図	35.114017	140.098805	
12224	鎌ケ谷市	かまがやし	鎌ケ谷市役所	273-0195	鎌ケ谷市新鎌ケ谷2-6-1	047-445-1141	数値地図	35.776765	140.000736	
12225	君津市	きみつし	君津市役所	299-1192	君津市久保2-13-1	0439-56-1581	数値地図	35.330424	139.902561	
12226	富津市	ふっつし	富津市役所	293-8506	富津市下飯野2443	0439-80-1222	数値地図	35.30414	139.857113	
12227	浦安市	うらやすし	浦安市役所	279-8501	浦安市猫実1-1-1	047-351-1111	数値地図	35.653988	139.902187	
12228	四街道市	よつかいどうし	四街道市役所	284-8555	四街道市鹿渡無番地	043-421-2111	数値地図	35.669713	140.167957	
12229	袖ケ浦市	そでがうらし	袖ケ浦市役所	299-0292	袖ケ浦市坂戸市場1-1	0438-62-2111	数値地図	35.429945	139.954353	
12230	八街市	やちまたし	八街市役所	289-1192	八街市八街ほ35-29	043-443-1111	数値地図	35.665859	140.317913	
12231	印西市	いんざいし	印西市役所	270-1396	印西市大森2364-2	0476-42-5111	数値地図	35.832332	140.145765	
12232	白井市	しろいし	白井市役所	270-1492	白井市復1123	047-492-1111	数値地図	35.791503	140.056372	
12233	富里市	とみさとし	富里市役所	286-0292	富里市七栄652-1	0476-93-1111	数値地図	35.72681	140.343071	
12234	南房総市	みなみぼうそうし	南房総市役所	299-2492	南房総市富浦町青木28	0470-33-1021	数値地図	35.043147	139.839997	
12235	匝瑳市	そうさし	匝瑳市役所	289-2198	匝瑳市八日市場ハ793番地2	0479-73-0084	数値地図	35.707914	140.564356	
12236	香取市	かとりし	香取市役所	287-8501	香取市佐原ロ2127	0478-54-1111	数値地図	35.89773	140.499248	
12237	山武市	さんむし	山武市役所	289-1392	山武市殿台296	0475-80-1112	数値地図	35.602992	140.413531	
12238	いすみ市	いすみし	いすみ市役所	298-8501	いすみ市大原7400-1	0470-62-1111	数値地図	35.253887	140.385117	
12239	大網白里市	おおあみしらさとし	大網白里市役所	299-3292	大網白里市大網115-2	0475-70-0300	数値地図	35.521708	140.320963	
12322	酒々井町	しすいまち	酒々井町役場	285-8510	印旛郡酒々井町中央台4-11	043-496-1171	数値地図	35.724751	140.269483	
12329	栄町	さかえまち	栄町役場	270-1592	印旛郡栄町安食台1-2	0476-95-1111	数値地図	35.840866	140.243945	
12342	神崎町	こうざきまち	神崎町役場	289-0292	香取郡神崎町神崎本宿163	0478-72-2111	数値地図	35.901611	140.405326	
12347	多古町	たこまち	多古町役場	289-2292	香取郡多古町多古584	0479-76-2611	数値地図	35.735592	140.467727	
12349	東庄町	とうのしょうまち	東庄町役場	289-0692	香取郡東庄町笹川い4713-131	0478-86-1111	数値地図画像	35.83715	140.668786	
12403	九十九里町	くじゅうくりまち	九十九里町役場	283-0195	山武郡九十九里町片貝4099	0475-70-3100	数値地図	35.535065	140.44025	
12409	芝山町	しばやままち	芝山町役場	289-1692	山武郡芝山町小池992	0479-77-3901	数値地図	35.693064	140.414255	
12410	横芝光町	よこしばひかりまち	横芝光町役場	289-1793	山武郡横芝光町宮川11902	0479-84-1211	数値地図	35.665609	140.504396	
12421	一宮町	いちのみやまち	一宮町役場	299-4396	長生郡一宮町一宮2457	0475-42-2111	数値地図	35.372812	140.368734	
12422	睦沢町	むつざわまち	睦沢町役場	299-4492	長生郡睦沢町下之郷1650-1	0475-44-1111	数値地図画像	35.361091	140.319275	
12423	長生村	ちょうせいむら	長生村役場	299-4394	長生郡長生村本郷1-77	0475-32-2111	数値地図	35.412179	140.354058	
12424	白子町	しらこまち	白子町役場	299-4292	長生郡白子町関5074-2	0475-33-2111	数値地図	35.45434	140.374253	
12426	長柄町	ながらまち	長柄町役場	297-0298	長生郡長柄町桜谷712	0475-35-2111	数値地図	35.431152	140.227073	
12427	長南町	ちょうなんまち	長南町役場	297-0192	長生郡長南町長南2110	0475-46-2111	数値地図	35.386423	140.237039	
12441	大多喜町	おおたきまち	大多喜町役場	298-0292	夷隅郡大多喜町大多喜93	0470-82-2111	数値地図	35.284822	140.245419	
12443	御宿町	おんじゅくまち	御宿町役場	299-5192	夷隅郡御宿町須賀1522	0470-68-2511	数値地図	35.191484	140.348785	
12463	鋸南町	きょなんまち	鋸南町役場	299-2192	安房郡鋸南町下佐久間3458	0470-55-2111	数値地図	35.111131	139.835645	
13000	東京都	とうきょうと	東京都庁	163-8001	新宿区西新宿2-8-1	03-5321-1111	地理院地図	35.689444	139.69167	
13101	千代田区	ちよだく	千代田区役所	102-8688	千代田区九段南1-2-1	03-3264-2111	数値地図	35.694003	139.753634	
13102	中央区	ちゅうおうく	中央区役所	104-8404	中央区築地1-1-1	03-3543-0211	数値地図	35.670587	139.772003	
13103	港区	みなとく	港区役所	105-8511	港区芝公園1-5-25	03-3578-2111	数値地図	35.658071	139.751599	
13104	新宿区	しんじゅくく	新宿区役所	160-8484	新宿区歌舞伎町1-4-1	03-3209-1111	数値地図	35.69389	139.703463	
13105	文京区	ぶんきょうく	文京区役所	112-8555	文京区春日1-16-21	03-3812-7111	数値地図	35.707976	139.752473	
13106	台東区	たいとうく	台東区役所	110-8615	台東区東上野4-5-6	03-5246-1111	数値地図	35.712607	139.779984	
13107	墨田区	すみだく	墨田区役所	130-8640	墨田区吾妻橋1-23-20	03-5608-1111	数値地図	35.710724	139.801497	
13108	江東区	こうとうく	江東区役所	135-8383	江東区東陽4-11-28	03-3647-9111	数値地図	35.672859	139.817365	
13109	品川区	しながわく	品川区役所	140-8715	品川区広町2-1-36	03-3777-1111	数値地図	35.609066	139.73025	
13110	目黒区	めぐろく	目黒区役所	153-8573	目黒区上目黒2-19-15	03-3715-1111	数値地図	35.64141	139.698118	
13111	大田区	おおたく	大田区役所	144-8621	大田区蒲田5-13-14	03-5744-1111	数値地図	35.56126	139.715987	
13112	世田谷区	せたがやく	世田谷区役所	154-8504	世田谷区世田谷4-21-27	03-5432-1111	数値地図	35.646481	139.653208	
13113	渋谷区	しぶやく	渋谷区役所	150-8010	渋谷区宇田川町1-1	03-3463-1211	数値地図	35.663982	139.697948	
13114	中野区	なかのく	中野区役所	164-8501	中野区中野4-8-1	03-3389-1111	数値地図	35.707268	139.663738	
13115	杉並区	すぎなみく	杉並区役所	166-8570	杉並区阿佐谷南1-15-1	03-3312-2111	数値地図	35.699546	139.636414	
13116	豊島区	としまく	豊島区役所	171-8422	豊島区南池袋2-45-1	03-3981-1111	地理院地図	35.726121	139.716678	
13117	北区	きたく	北区役所	114-8508	北区王子本町1-15-22	03-3908-1111	数値地図	35.752805	139.733657	
13118	荒川区	あらかわく	荒川区役所	116-8501	荒川区荒川2-2-3	03-3802-3111	数値地図	35.736083	139.783372	
13119	板橋区	いたばしく	板橋区役所	173-8501	板橋区板橋2-66-1	03-3964-1111	数値地図	35.751245	139.709246	
13120	練馬区	ねりまく	練馬区役所	176-8501	練馬区豊玉北6-12-1	03-3993-1111	数値地図	35.7356	139.651725	
13121	足立区	あだちく	足立区役所	120-8510	足立区中央本町1-17-1	03-3880-5111	数値地図	35.774945	139.804584	
13122	葛飾区	かつしかく	葛飾区役所	124-8555	葛飾区立石5-13-1	03-3695-1111	数値地図	35.74343	139.847213	
13123	江戸川区	えどがわく	江戸川区役所	132-8501	江戸川区中央1-4-1	03-3652-1151	数値地図	35.706648	139.868312	
13201	八王子市	はちおうじし	八王子市役所	192-8501	八王子市元本郷町3-24-1	042-626-3111	数値地図	35.66657	139.316075	
13202	立川市	たちかわし	立川市役所	190-8666	立川市泉町1156-9	042-523-2111	数値地図	35.713981	139.407846	
13203	武蔵野市	むさしのし	武蔵野市役所	180-8777	武蔵野市緑町2-2-28	0422-51-5131	数値地図	35.717837	139.565938	
13204	三鷹市	みたかし	三鷹市役所	181-8555	三鷹市野崎1-1-1	0422-45-1151	数値地図	35.683308	139.559883	
13205	青梅市	おうめし	青梅市役所	198-8701	青梅市東青梅1-11-1	0428-22-1111	数値地図	35.788171	139.274994	
13206	府中市	ふちゅうし	府中市役所	183-8703	府中市宮西町2-24	042-364-4111	数値地図	35.668921	139.477663	
13207	昭島市	あきしまし	昭島市役所	196-8511	昭島市田中町1-17-1	042-544-5111	数値地図	35.705705	139.353773	
13208	調布市	ちょうふし	調布市役所	182-8511	調布市小島町2-35-1	042-481-7111	数値地図	35.650628	139.540683	
13209	町田市	まちだし	町田市役所	194-8520	町田市森野2-2-22	042-722-3111	数値地図	35.546559	139.438527	
13210	小金井市	こがねいし	小金井市役所	184-8504	小金井市本町6-6-3	042-383-1111	数値地図	35.699479	139.502989	
13211	小平市	こだいらし	小平市役所	187-8701	小平市小川町2-1333	042-341-1211	数値地図	35.728496	139.477474	
13212	日野市	ひのし	日野市役所	191-0016	日野市神明1-12-1	042-585-1111	数値地図	35.671347	139.394981	
13213	東村山市	ひがしむらやまし	東村山市役所	189-8501	東村山市本町1-2-3	042-393-5111	数値地図	35.754624	139.468484	
13214	国分寺市	こくぶんじし	国分寺市役所	185-8501	国分寺市戸倉1-6-1	042-325-0111	数値地図	35.710943	139.462252	
13215	国立市	くにたちし	国立市役所	186-8501	国立市富士見台2-47-1	042-576-2111	数値地図	35.683912	139.441366	
13218	福生市	ふっさし	福生市役所	197-8501	福生市本町5	042-551-1511	数値地図	35.738601	139.326744	
13219	狛江市	こまえし	狛江市役所	201-8585	狛江市和泉本町1-1-5	03-3430-1111	数値地図	35.634814	139.578696	
13220	東大和市	ひがしやまとし	東大和市役所	207-8585	東大和市中央3-930	042-563-2111	数値地図	35.745328	139.426591	
13221	清瀬市	きよせし	清瀬市役所	204-8511	清瀬市中里5-842	042-492-5111	数値地図	35.785761	139.526422	
13222	東久留米市	ひがしくるめし	東久留米市役所	203-8555	東久留米市本町3-3-1	042-470-7777	数値地図	35.757992	139.529673	
13223	武蔵村山市	むさしむらやまし	武蔵村山市役所	208-8501	武蔵村山市本町1-1-1	042-565-1111	数値地図	35.754906	139.387421	
13224	多摩市	たまし	多摩市役所	206-8666	多摩市関戸6-12-1	042-375-8111	数値地図	35.636959	139.446366	
13225	稲城市	いなぎし	稲城市役所	206-8601	稲城市東長沼2111	042-378-2111	数値地図	35.637938	139.504603	
13227	羽村市	はむらし	羽村市役所	205-8601	羽村市緑ヶ丘5-2-1	042-555-1111	数値地図	35.767168	139.311042	
13228	あきる野市	あきるのし	あきる野市役所	197-0814	あきる野市二宮350	042-558-1111	数値地図	35.728959	139.294046	
13229	西東京市	にしとうきょうし	西東京市役所	188-8666	西東京市南町5-6-13	042-464-1311	数値地図	35.725499	139.538159	
13303	瑞穂町	みずほまち	瑞穂町役場	190-1292	西多摩郡瑞穂町大字箱根ヶ崎2335	042-557-0501	数値地図	35.771989	139.354054	
13305	日の出町	ひのでまち	日の出町役場	190-0192	西多摩郡日の出町平井2780	042-597-0511	数値地図	35.742115	139.257405	
13307	檜原村	ひのはらむら	檜原村役場	190-0212	西多摩郡檜原村467-1	042-598-1011	数値地図	35.72684	139.148852	
13308	奥多摩町	おくたままち	奥多摩町役場	198-0212	西多摩郡奥多摩町氷川215-6	0428-83-2111	数値地図	35.80952	139.096214	
13361	大島町	おおしままち	大島町役場	100-0101	大島町元町1-1-14	04992-2-1443	数値地図	34.750058	139.355619	
